epoch,loss,val_loss
1,0.7985180020332336,0.3065967559814453
2,0.09331171959638596,0.28016775846481323
3,0.0778939425945282,0.2321341186761856
4,0.058190397918224335,0.2081296592950821
5,0.078133225440979,0.2229088842868805
6,0.04942459240555763,0.16579411923885345
7,0.04076250642538071,0.2148710936307907
8,0.04487611725926399,0.15384986996650696
9,0.0376213937997818,0.1632567048072815
10,0.032221972942352295,0.16552060842514038
11,0.034882694482803345,0.17406095564365387
12,0.03368441388010979,0.1502886265516281
13,0.029178040102124214,0.20956692099571228
14,0.03630485385656357,0.21120640635490417
15,0.0382268987596035,0.21179237961769104
16,0.035180769860744476,0.18225513398647308
17,0.0242694690823555,0.15094946324825287
18,0.02690722420811653,0.1754571944475174
19,0.026244603097438812,0.19886578619480133
20,0.026891648769378662,0.15027658641338348
21,0.02320770174264908,0.18122775852680206
22,0.023161835968494415,0.16690655052661896
23,0.032864902168512344,0.16261734068393707
24,0.025000251829624176,0.19447796046733856
25,0.02703331597149372,0.1852567344903946
26,0.024035001173615456,0.19954517483711243
27,0.027648376300930977,0.1683066487312317
28,0.02258964069187641,0.1569409966468811
29,0.0221916101872921,0.15872637927532196
30,0.019738705828785896,0.14601992070674896
