epoch,loss,val_loss
1,0.8344783186912537,0.2717972695827484
2,0.08671291917562485,0.15860259532928467
3,0.06258203834295273,0.1899598091840744
4,0.056400373578071594,0.2218277007341385
5,0.06518560647964478,0.20852774381637573
6,0.04703233018517494,0.15658937394618988
7,0.04295759275555611,0.16930818557739258
8,0.04586465284228325,0.15307803452014923
9,0.042908258736133575,0.10526473075151443
10,0.0314897820353508,0.12502354383468628
11,0.03413506969809532,0.1450536549091339
12,0.03759925439953804,0.10541211813688278
13,0.03462157025933266,0.20028431713581085
14,0.03088577277958393,0.22252319753170013
15,0.03237509727478027,0.17980152368545532
16,0.03205622732639313,0.17099003493785858
17,0.028021447360515594,0.13471989333629608
18,0.028363287448883057,0.14484566450119019
19,0.026873592287302017,0.1130191832780838
20,0.02572646550834179,0.1330619752407074
21,0.025602107867598534,0.14889225363731384
22,0.02758285216987133,0.12509533762931824
23,0.026227710768580437,0.1522541493177414
24,0.022341765463352203,0.19263318181037903
25,0.02687392570078373,0.13174276053905487
26,0.026448065415024757,0.2711127996444702
27,0.035463009029626846,0.20294620096683502
28,0.022487612441182137,0.14918000996112823
29,0.022578848525881767,0.20201851427555084
30,0.021407006308436394,0.12378620356321335
