epoch,loss,val_loss
1,1.1824719905853271,0.30794382095336914
2,0.12609142065048218,0.2930508852005005
3,0.07215065509080887,0.19262000918388367
4,0.04994538798928261,0.24004048109054565
5,0.055314548313617706,0.221393883228302
6,0.049293890595436096,0.20906002819538116
7,0.03707381337881088,0.12007049471139908
8,0.04280388727784157,0.18361026048660278
9,0.04110138118267059,0.11942003667354584
10,0.031310729682445526,0.13661733269691467
11,0.02766188234090805,0.13801948726177216
12,0.03440014645457268,0.20022763311862946
13,0.026789585128426552,0.16662022471427917
14,0.033062610775232315,0.15523158013820648
15,0.035293761640787125,0.14657603204250336
16,0.030982423573732376,0.15668004751205444
17,0.04111112654209137,0.13382554054260254
18,0.023733580484986305,0.13875967264175415
19,0.03050576150417328,0.15974649786949158
20,0.027302229776978493,0.1041862964630127
21,0.022206317633390427,0.1489548534154892
22,0.02189968340098858,0.11984935402870178
23,0.024789754301309586,0.13995105028152466
24,0.02409682422876358,0.21759536862373352
25,0.03368781879544258,0.13464999198913574
26,0.022733468562364578,0.2130502313375473
27,0.02436833642423153,0.14444521069526672
28,0.02222122624516487,0.10378234833478928
29,0.03243783488869667,0.14292269945144653
30,0.025864573195576668,0.1514558345079422
