epoch,loss,val_loss
1,1.7650301456451416,0.46124953031539917
2,0.20022796094417572,0.21967081725597382
3,0.07850430905818939,0.14821778237819672
4,0.053828876465559006,0.1577375829219818
5,0.04854762926697731,0.18434298038482666
6,0.04159913212060928,0.15470822155475616
7,0.036421846598386765,0.11041435599327087
8,0.04318498820066452,0.0804438591003418
9,0.0365595780313015,0.10041957348585129
10,0.03476034849882126,0.0759485587477684
11,0.03086569532752037,0.12667737901210785
12,0.03393363207578659,0.12261778861284256
13,0.030121484771370888,0.1544664055109024
14,0.03305969014763832,0.16617229580879211
15,0.033450331538915634,0.23505663871765137
16,0.03300156444311142,0.11929692327976227
17,0.02595214545726776,0.09862459450960159
18,0.02826709672808647,0.11321607977151871
19,0.026896845549345016,0.1382894068956375
20,0.024664757773280144,0.08440008014440536
21,0.02604001760482788,0.14302566647529602
22,0.027349306270480156,0.11105647683143616
23,0.02954598143696785,0.1315879225730896
24,0.024027949199080467,0.2239653468132019
25,0.030482858419418335,0.09945490211248398
26,0.021678762510418892,0.11439665406942368
27,0.022390641272068024,0.17202547192573547
28,0.020665237680077553,0.1101609542965889
29,0.028037382289767265,0.1319829523563385
30,0.022827977314591408,0.11368798464536667
