epoch,loss,val_loss
1,0.7436912059783936,0.23348884284496307
2,0.09398479759693146,0.2691202163696289
3,0.062030937522649765,0.29808884859085083
4,0.05724058672785759,0.24326199293136597
5,0.061451058834791183,0.5826963186264038
6,0.06398703902959824,0.20988315343856812
7,0.037733130156993866,0.20923548936843872
8,0.04853878915309906,0.15474973618984222
9,0.03615064173936844,0.16397501528263092
10,0.03403317928314209,0.1901799440383911
11,0.032867431640625,0.1923128366470337
12,0.034450747072696686,0.1463385969400406
13,0.030064096674323082,0.22930997610092163
14,0.03058524802327156,0.23133127391338348
15,0.033323705196380615,0.26443612575531006
16,0.038802869617938995,0.14851965010166168
17,0.03206903859972954,0.16333822906017303
18,0.023320479318499565,0.1963975876569748
19,0.024853235110640526,0.16893093287944794
20,0.03436470031738281,0.2024766355752945
21,0.028841959312558174,0.17466987669467926
22,0.02553096041083336,0.1666213423013687
23,0.02697814628481865,0.17432044446468353
24,0.025606118142604828,0.2082364559173584
25,0.03174714371562004,0.15401124954223633
26,0.025783639401197433,0.18850533664226532
27,0.022607382386922836,0.19123366475105286
28,0.02837507613003254,0.17531578242778778
29,0.021687036380171776,0.18352533876895905
30,0.02487652190029621,0.17681513726711273
