epoch,loss,val_loss
1,0.01682562381029129,0.01962679624557495
2,0.016853367909789085,0.018384510651230812
3,0.01679648831486702,0.018616631627082825
4,0.016745802015066147,0.019064299762248993
5,0.016702264547348022,0.01903354749083519
6,0.01666714809834957,0.018706560134887695
7,0.01663663424551487,0.0179134588688612
8,0.016606518998742104,0.018251802772283554
9,0.01658669300377369,0.01819467917084694
10,0.016560815274715424,0.018455013632774353
11,0.01654418744146824,0.018105005845427513
12,0.016463404521346092,0.018013842403888702
13,0.01638820767402649,0.017742620781064034
14,0.016321904957294464,0.017743602395057678
15,0.016261611133813858,0.01817861944437027
16,0.016204508021473885,0.017553292214870453
17,0.016154825687408447,0.017494432628154755
18,0.016103072091937065,0.017776668071746826
19,0.016060302034020424,0.017635785043239594
20,0.01601998880505562,0.01749727688729763
21,0.015981612727046013,0.017462467774748802
22,0.015946218743920326,0.0173140037804842
23,0.01591494120657444,0.017390400171279907
24,0.01588328368961811,0.017307864502072334
25,0.0158543661236763,0.01734381541609764
26,0.015828926116228104,0.017238708212971687
27,0.015802918002009392,0.017198244109749794
28,0.015781400725245476,0.01725444756448269
29,0.015757862478494644,0.01726551726460457
30,0.015738412737846375,0.017353175207972527
