epoch,gen_loss,disc_loss,val_gen_loss,val_disc_loss
1,0.05607684329152107,0.45391201972961426,0.03369905427098274,0.6299102306365967
2,0.030357060953974724,0.32980918884277344,0.028363805264234543,0.6728914976119995
3,0.02655615098774433,0.328032910823822,0.02555633708834648,0.6831115484237671
4,0.024667290970683098,0.32680970430374146,0.024354679509997368,0.7697350382804871
5,0.023484885692596436,0.3266211748123169,0.023403264582157135,0.728143572807312
6,0.022557934746146202,0.32704973220825195,0.02259320393204689,0.7259106636047363
7,0.021908625960350037,0.32696864008903503,0.021991178393363953,0.6976286768913269
8,0.02139129862189293,0.3272040784358978,0.021593715995550156,0.7328976392745972
9,0.020896853879094124,0.32749855518341064,0.021234609186649323,0.6896169781684875
10,0.02053123153746128,0.3259778320789337,0.020937083289027214,0.7369218468666077
11,0.020203692838549614,0.3263986110687256,0.020751725882291794,0.7507240772247314
12,0.019962016493082047,0.32566365599632263,0.020724153146147728,0.7479020357131958
13,0.019679255783557892,0.32716986536979675,0.02048766426742077,0.7346357107162476
14,0.019446836784482002,0.3258958160877228,0.020386669784784317,0.7517111301422119
15,0.019240068271756172,0.32559242844581604,0.020265880972146988,0.7476012706756592
16,0.01900620572268963,0.32621079683303833,0.02015036717057228,0.7366015911102295
17,0.01879955269396305,0.32791563868522644,0.02001836709678173,0.7214826941490173
18,0.018681760877370834,0.3268243074417114,0.019758006557822227,0.7037726640701294
19,0.01858086884021759,0.3266410231590271,0.01977667026221752,0.7088662385940552
20,0.01841728575527668,0.32678133249282837,0.019619448110461235,0.7088791728019714
