epoch,loss,val_loss
1,6.675063610076904,2.2087583541870117
2,0.9624277949333191,0.31177252531051636
3,0.1454562097787857,0.05867511034011841
4,0.03638966754078865,0.024816548451781273
5,0.02097463794052601,0.019340399652719498
6,0.018742652609944344,0.018789062276482582
7,0.018399065360426903,0.018814971670508385
8,0.018300073221325874,0.0189446322619915
9,0.018252672627568245,0.01894906908273697
10,0.018219707533717155,0.0190715529024601
11,0.01818998157978058,0.019131716340780258
12,0.018132900819182396,0.01914737932384014
13,0.018060140311717987,0.019216537475585938
14,0.017988799139857292,0.019252531230449677
15,0.017917674034833908,0.019351107999682426
16,0.017843104898929596,0.019384760409593582
17,0.017777228727936745,0.019496360793709755
18,0.01770271360874176,0.019527826458215714
19,0.017628110945224762,0.019564315676689148
20,0.01755138486623764,0.019585616886615753
21,0.017478017136454582,0.019673287868499756
22,0.017411166802048683,0.01997964270412922
23,0.017337927594780922,0.019799932837486267
24,0.01726081594824791,0.019853714853525162
25,0.01720331236720085,0.019905783236026764
26,0.017133664339780807,0.0199577733874321
27,0.017068184912204742,0.01993269845843315
28,0.01700911857187748,0.019993826746940613
29,0.01694667525589466,0.020031843334436417
30,0.0168966855853796,0.020082583650946617
