epoch,gen_loss,disc_loss,val_gen_loss,val_disc_loss
1,0.08092287182807922,0.43316781520843506,0.06926111876964569,0.6379907727241516
2,0.06738269329071045,0.3291700482368469,0.06678036600351334,0.7657886147499084
3,0.06468474864959717,0.3295171856880188,0.06411335617303848,0.7108877301216125
4,0.0629669576883316,0.3309418857097626,0.06367480754852295,0.6951054334640503
5,0.06211835891008377,0.331721693277359,0.06394536793231964,0.8042857050895691
6,0.06134035065770149,0.3265437185764313,0.06317290663719177,0.9637240171432495
7,0.06053111329674721,0.32715314626693726,0.06277716904878616,0.6755456924438477
8,0.059717267751693726,0.3265128433704376,0.06348473578691483,0.8711848855018616
9,0.05893024429678917,0.3262428343296051,0.06304100900888443,0.665825366973877
10,0.05808022990822792,0.32623857259750366,0.06308204680681229,0.7467980980873108
11,0.0573752336204052,0.3257248103618622,0.06346511095762253,0.6943315267562866
12,0.05693963170051575,0.3259758949279785,0.06391428411006927,0.719437837600708
13,0.05610665678977966,0.3255090117454529,0.06385624408721924,0.7487043142318726
14,0.055636946111917496,0.32539910078048706,0.06385242938995361,0.7002168893814087
15,0.05498184263706207,0.32615748047828674,0.06396211683750153,0.6924977898597717
16,0.05448479950428009,0.3255266845226288,0.06430386751890182,0.7452268004417419
17,0.05419085547327995,0.3254784941673279,0.06479200720787048,0.7477591633796692
18,0.05354026332497597,0.3258408010005951,0.06553807854652405,0.7709763050079346
19,0.05330970510840416,0.3257448375225067,0.06492354720830917,0.7440329194068909
20,0.05297043174505234,0.3258610665798187,0.06495562940835953,0.8463407754898071
