epoch,loss,val_loss
1,6.71232795715332,2.219428062438965
2,0.9733266830444336,0.32223567366600037
3,0.15491773188114166,0.06753125041723251
4,0.0446697399020195,0.03319517895579338
5,0.028981193900108337,0.027808522805571556
6,0.026470236480236053,0.02717522159218788
7,0.026000380516052246,0.027074992656707764
8,0.025823287665843964,0.02730068936944008
9,0.025712566450238228,0.02716599777340889
10,0.025624675676226616,0.02714444510638714
11,0.02554500289261341,0.02725878544151783
12,0.025423958897590637,0.027165966108441353
13,0.025287188589572906,0.02716982178390026
14,0.025162585079669952,0.02717386558651924
15,0.02505367435514927,0.027136918157339096
16,0.024934258311986923,0.027231089770793915
17,0.024836810305714607,0.027279380708932877
18,0.02473198063671589,0.02728601172566414
19,0.024632541462779045,0.027303753420710564
20,0.024536021053791046,0.027286622673273087
