epoch,loss,val_loss
1,6.685762405395508,2.223954439163208
2,0.9732789993286133,0.3176438510417938
3,0.14504452049732208,0.05443933233618736
4,0.029607541859149933,0.01689070835709572
5,0.01121285930275917,0.009378474205732346
6,0.008327440358698368,0.008497770875692368
7,0.007801945321261883,0.008302589878439903
8,0.007594708818942308,0.00857260450720787
9,0.007466096896678209,0.007704535964876413
10,0.007373410742729902,0.007722180336713791
11,0.00729756336659193,0.007545568980276585
12,0.007191014010459185,0.007588363252580166
13,0.007101354189217091,0.007733497768640518
14,0.007027802988886833,0.007478999439626932
15,0.00696171447634697,0.007089673075824976
16,0.006903695408254862,0.0070841871201992035
17,0.006856469437479973,0.007072691805660725
18,0.006811398547142744,0.0069708023220300674
19,0.006770385894924402,0.006871430203318596
20,0.00673659797757864,0.006871591322124004
21,0.006703366991132498,0.006830528844147921
22,0.006674951873719692,0.006791573483496904
23,0.006647863890975714,0.006735780276358128
24,0.006624236237257719,0.006693064235150814
25,0.006602701265364885,0.006936138495802879
26,0.006583770737051964,0.006662321276962757
27,0.006566744763404131,0.006648411974310875
28,0.006548936944454908,0.006623119115829468
29,0.006534620188176632,0.0066124554723501205
30,0.006522868759930134,0.006601990666240454
