epoch,loss,val_loss
1,6.729644298553467,2.227968454360962
2,0.9810078144073486,0.32882142066955566
3,0.16054105758666992,0.07236259430646896
4,0.04872848838567734,0.0369780957698822
5,0.032000552862882614,0.03051326423883438
6,0.02887628972530365,0.029498551040887833
7,0.028231145814061165,0.02923518605530262
8,0.027943165972828865,0.029105128720402718
9,0.027758844196796417,0.028984684497117996
10,0.02760687842965126,0.02892550826072693
11,0.02748202718794346,0.028820637613534927
12,0.027290955185890198,0.028764482587575912
13,0.0270994920283556,0.028604721650481224
14,0.026935365051031113,0.02855646423995495
15,0.026787733659148216,0.02843295782804489
16,0.026639217510819435,0.028354180976748466
17,0.026524458080530167,0.028314687311649323
18,0.026402071118354797,0.02827570214867592
19,0.026288246735930443,0.028204696252942085
20,0.026180142536759377,0.028185559436678886
