epoch,loss,val_loss
1,6.676966190338135,2.2187814712524414
2,0.9726274609565735,0.3230469822883606
3,0.15543989837169647,0.06973489373922348
4,0.04613005742430687,0.0358680821955204
5,0.031006701290607452,0.030811555683612823
6,0.028779422864317894,0.030203234404325485
7,0.028480160981416702,0.03026021644473076
8,0.028423521667718887,0.0302340816706419
9,0.028407923877239227,0.030220279470086098
10,0.028396403416991234,0.030173564329743385
11,0.028388764709234238,0.030256398022174835
12,0.02836073562502861,0.030186334624886513
13,0.02833125926554203,0.030223870649933815
14,0.02830520272254944,0.0301690474152565
15,0.028281062841415405,0.03022601082921028
16,0.028253085911273956,0.030156949535012245
17,0.02823232300579548,0.030234966427087784
18,0.028207937255501747,0.03024205192923546
19,0.02818330191075802,0.030190428718924522
20,0.028154218569397926,0.030448725447058678
21,0.028131939470767975,0.030279571190476418
22,0.02810739167034626,0.030257366597652435
23,0.028086576610803604,0.03033997304737568
24,0.02805984951555729,0.03030022606253624
25,0.028033247217535973,0.03036004677414894
26,0.02800513058900833,0.030393369495868683
27,0.027977026998996735,0.030416037887334824
28,0.02794775366783142,0.03048236109316349
29,0.027920395135879517,0.030517060309648514
30,0.027886545285582542,0.03055819869041443
