epoch,loss,val_loss
1,6.688088417053223,1.7544853687286377
2,0.596804678440094,0.15982235968112946
3,0.06382636725902557,0.026925895363092422
4,0.01742994785308838,0.013658368960022926
5,0.012886802665889263,0.012419143691658974
6,0.01231082808226347,0.01210844237357378
7,0.012089564464986324,0.011936760507524014
8,0.011950087733566761,0.011820649728178978
9,0.011843588203191757,0.01172661129385233
10,0.011752437800168991,0.011646464467048645
11,0.011679211631417274,0.011579861864447594
12,0.011561726219952106,0.011472409591078758
13,0.011458060704171658,0.011366749182343483
14,0.011372649110853672,0.011283254250884056
15,0.011292173527181149,0.011211211793124676
16,0.011222903616726398,0.01113771740347147
17,0.011159502901136875,0.01107910368591547
18,0.011103878729045391,0.011026639491319656
19,0.01105170976370573,0.010974743403494358
20,0.011005766689777374,0.010930377058684826
21,0.01096485648304224,0.010894132778048515
22,0.010926278308033943,0.010853888466954231
23,0.010891900397837162,0.010822142474353313
24,0.010862331837415695,0.01078787725418806
25,0.010831406340003014,0.01075675617903471
26,0.010802811942994595,0.010732052847743034
27,0.010779179632663727,0.010710837319493294
28,0.01075694989413023,0.010685984045267105
29,0.0107355872169137,0.01066779624670744
30,0.010718679055571556,0.010646859183907509
