epoch,loss,val_loss
1,6.733088970184326,2.231914520263672
2,0.9831128120422363,0.32912135124206543
3,0.15883859992027283,0.06913360953330994
4,0.04498330131173134,0.032825447618961334
5,0.02739560790359974,0.025240760296583176
6,0.023954637348651886,0.024058019742369652
7,0.023259401321411133,0.02407318539917469
8,0.02293042093515396,0.023604800924658775
9,0.022715633735060692,0.023495418950915337
10,0.022555900737643242,0.023421553894877434
11,0.02241116389632225,0.023326335474848747
12,0.022202713415026665,0.023025479167699814
13,0.022009773179888725,0.022843899205327034
14,0.02184286341071129,0.022797882556915283
15,0.02169697917997837,0.022679541260004044
16,0.021567584946751595,0.022513408213853836
17,0.02144518867135048,0.022388070821762085
18,0.021339796483516693,0.0223291777074337
19,0.021237382665276527,0.022235462442040443
20,0.021143218502402306,0.02218865416944027
