epoch,loss,val_loss
1,6.730808258056641,2.2306485176086426
2,0.9844031929969788,0.333318293094635
3,0.16597267985343933,0.0785452127456665
4,0.05577564612030983,0.04447966814041138
5,0.04036543145775795,0.038843970745801926
6,0.037776485085487366,0.03818806633353233
7,0.03741230443120003,0.038207460194826126
8,0.03731667250394821,0.03822747617959976
9,0.037283167243003845,0.03831315413117409
10,0.037251319736242294,0.038326311856508255
11,0.03722686320543289,0.038404010236263275
12,0.037152159959077835,0.0383235402405262
13,0.03706488758325577,0.038493648171424866
14,0.036979373544454575,0.03849998861551285
15,0.036902859807014465,0.03846658766269684
16,0.03680393099784851,0.038569893687963486
17,0.03673285245895386,0.038693949580192566
18,0.03664318472146988,0.03881222382187843
19,0.03654767945408821,0.0388183519244194
20,0.03644409403204918,0.03891855105757713
