epoch,gen_loss,disc_loss,val_gen_loss,val_disc_loss
1,0.7514429688453674,0.38592007756233215,0.781019389629364,0.6379064321517944
2,0.7173869013786316,0.32790228724479675,0.7976833581924438,0.6029735207557678
3,0.6890552639961243,0.3280583322048187,0.8149471282958984,0.6642532348632812
4,0.6618547439575195,0.3269856870174408,0.8277154564857483,0.6394287943840027
5,0.6387383341789246,0.32626116275787354,0.831438422203064,0.686493992805481
6,0.6189168095588684,0.3267350196838379,0.8392733335494995,0.6223877668380737
7,0.6010639667510986,0.32654502987861633,0.846692681312561,0.6881224513053894
8,0.5859126448631287,0.32587748765945435,0.8535584211349487,0.6811732053756714
9,0.5728819966316223,0.3258795738220215,0.8611809611320496,0.7465084195137024
10,0.561193585395813,0.3262403607368469,0.8693111538887024,0.6848991513252258
11,0.5508877635002136,0.32642385363578796,0.8695691227912903,0.7083860635757446
12,0.5417836308479309,0.32480588555336,0.8834171295166016,0.6683857440948486
13,0.5333366394042969,0.32500824332237244,0.8807710409164429,0.7493022084236145
14,0.5258310437202454,0.32510969042778015,0.8740329146385193,0.7569285035133362
15,0.5192933082580566,0.32573243975639343,0.8868826627731323,0.7753961682319641
16,0.5129289627075195,0.3257366120815277,0.8824254870414734,0.7844634652137756
17,0.5079453587532043,0.3254561722278595,0.8908265829086304,0.7280598282814026
18,0.5024268627166748,0.3258054256439209,0.8937681913375854,0.814366340637207
19,0.4978083074092865,0.32546141743659973,0.89408940076828,0.7810624241828918
20,0.4933333992958069,0.3255700170993805,0.9036499261856079,0.8716890811920166
